id_entrega,fecha_hora_salida,fecha_hora_llegada,ruta,piloto,carga_kg,region,estado_entrega
287,2024-10-28 18:29:52,2024-10-29 02:29:52,Oeste,Lucía,429,CABA,A tiempo
288,2025-01-20 09:18:15,2025-01-20 13:18:15,Norte,Juan,311,GBA,A tiempo
289,2025-08-20 09:29:23,2025-08-20 18:29:23,Este,Miguel,181,CABA,A tiempo
290,2024-12-28 20:39:22,2024-12-29 05:39:22,Central,Miguel,286,CABA,A tiempo
291,2025-01-31 14:36:01,2025-01-31 19:36:01,Oeste,juan,243,CABA,A tiempo
292,2025-01-11 23:01:36,2025-01-12 09:01:36,Oeste,Carlos,255,Luján,Cancelada
293,2024-12-05 13:03:40,2024-12-05 21:03:40,Norte,Carlos,97,CABA,A tiempo
294,2025-04-22 16:50:02,2025-04-22 19:50:02,Oeste,María,93,GBA,Retrasada
295,2025-01-10 19:33:26,2025-01-11 04:33:26,Central,Carlos,98,La Plata,A tiempo
296,2025-05-19 20:01:03,2025-05-19 23:01:03,Sur,Lucía,189,Luján,A tiempo
297,2025-03-10 00:40:55,2025-03-10 05:40:55,Norte,Lucía,99,GBA,A tiempo
298,2025-05-16 15:57:09,2025-05-16 20:57:09,Sur,Juan,275,Moreno,Retrasada
299,2024-12-03 23:30:19,2024-12-04 07:30:19,Central,Carlos,61,Luján,A tiempo
300,2025-03-11 15:21:45,2025-03-11 16:21:45,Sur,Juan,69,CABA,A tiempo
301,2025-06-03 03:06:19,2025-06-03 10:06:19,Oeste,Miguel,339,CABA,Retrasada
302,2024-11-24 06:39:07,2024-11-24 12:39:07,Oeste,Lucía,492,CABA,A tiempo
303,2024-11-12 20:30:46,2024-11-12 21:30:46,Este,Carlos,471,CABA,A tiempo
304,2024-11-21 17:20:54,2024-11-22 01:20:54,Este,María,294,Moreno,A tiempo
305,2025-09-08 22:55:55,2025-09-08 23:55:55,Este,María,124,La Plata,Retrasada
306,2025-08-03 19:06:32,2025-08-04 03:06:32,Sur,María,152,Luján,A tiempo
307,2025-09-14 13:22:55,2025-09-14 22:22:55,Norte,Lucía,370,Moreno,Retrasada
308,2025-06-11 21:23:01,2025-06-12 04:23:01,Norte,Carlos,352,CABA,A tiempo
309,2024-09-26 10:42:56,2024-09-26 16:42:56,Sur,Carlos,119,Moreno,A tiempo
310,2025-05-02 14:36:23,2025-05-02 23:36:23,Este,Juan,87,Moreno,Retrasada
311,2024-11-14 13:21:35,2024-11-14 23:21:35,Sur,Lucía,186,GBA,A tiempo
312,2024-12-23 02:33:27,2024-12-23 05:33:27,Oeste,María,443,GBA,A tiempo
313,2024-12-29 17:39:38,2024-12-29 22:39:38,Este,Lucía,400,GBA,Retrasada
314,2024-11-20 21:57:02,2024-11-21 00:57:02,Sur,Juan,253,Moreno,A tiempo
315,2025-07-02 23:08:30,2025-07-03 01:08:30,Central,Miguel,306,CABA,Retrasada
316,2025-05-27 03:22:43,2025-05-27 10:22:43,Central,Miguel,205,GBA,A tiempo
317,2025-05-24 13:45:16,2025-05-24 16:45:16,Norte,Miguel,135,GBA,A tiempo
318,2025-02-20 15:27:30,2025-02-20 19:27:30,Sur,Miguel,262,Luján,A tiempo
319,2024-11-27 19:35:04,2024-11-28 00:35:04,Norte,María,119,La Plata,A tiempo
320,2025-01-25 06:10:37,2025-01-25 10:10:37,Norte,María,491,Moreno,A tiempo
321,2024-10-10 16:27:52,2024-10-10 17:27:52,Central,Miguel,122,CABA,A tiempo
322,2025-03-22 17:24:47,2025-03-23 01:24:47,Central,Lucía,216,Moreno,Cancelada
323,2024-11-28 05:55:00,2024-11-28 15:55:00,Este,Miguel,293,Moreno,A tiempo
324,2025-06-30 12:06:50,2025-06-30 16:06:50,Central,carlos,298,La Plata,A tiempo
325,2024-10-31 20:33:43,2024-11-01 05:33:43,Este,Lucía,54,Moreno,Retrasada
326,2025-02-19 18:56:57,2025-02-19 22:56:57,Oeste,Miguel,332,Luján,A tiempo
327,2025-04-28 12:48:11,2025-04-28 15:48:11,Central,Juan,480,Moreno,A tiempo
328,2025-07-02 00:04:31,2025-07-02 04:04:31,Este,Juan,224,Luján,A tiempo
329,2024-09-20 14:39:09,2024-09-20 23:39:09,Central,María,282,Moreno,A tiempo
330,2025-01-14 14:18:59,2025-01-14 16:18:59,Central,Lucía,330,Luján,Retrasada
331,2024-12-17 22:20:15,2024-12-18 08:20:15,Oeste,Carlos,351,La Plata,A tiempo
332,2025-07-21 15:43:25,2025-07-21 18:43:25,Sur,Juan,169,CABA,A tiempo
333,2025-01-30 11:31:39,2025-01-30 17:31:39,Oeste,Carlos,59,Luján,A tiempo
334,2025-06-22 18:19:00,2025-06-23 00:19:00,Sur,Juan,214,GBA,Retrasada
335,2025-04-01 10:04:24,2025-04-01 20:04:24,Central,Lucía,431,CABA,A tiempo
336,2025-07-22 12:53:23,2025-07-22 15:53:23,Sur,Carlos,369,CABA,Cancelada
337,2025-08-09 08:30:02,2025-08-09 16:30:02,Sur,Lucía,209,GBA,A tiempo
338,2025-02-28 17:01:23,2025-03-01 00:01:23,Central,Miguel,398,Moreno,A tiempo
339,2025-02-05 01:24:11,2025-02-05 10:24:11,Este,Lucía,333,La Plata,A tiempo
340,2025-03-22 06:24:10,2025-03-22 13:24:10,Norte,maría,405,GBA,A tiempo
341,2025-05-10 19:14:53,2025-05-10 20:14:53,Oeste,Miguel,149,La Plata,A tiempo
342,2025-07-13 17:00:54,2025-07-13 23:00:54,Este,Miguel,134,GBA,A tiempo
343,2024-12-05 12:29:57,2024-12-05 13:29:57,Oeste,Miguel,366,GBA,A tiempo
344,2025-06-10 19:50:26,2025-06-11 00:50:26,Norte,Miguel,165,Luján,A tiempo
345,2025-07-27 00:42:30,2025-07-27 09:42:30,Sur,Juan,134,La Plata,Cancelada
346,2024-09-18 12:19:08,2024-09-18 22:19:08,Norte,María,466,CABA,A tiempo
347,2024-12-18 20:16:34,2024-12-19 04:16:34,Este,María,328,Luján,Retrasada
348,2025-04-02 17:00:29,2025-04-03 02:00:29,Central,Lucía,135,CABA,A tiempo
349,2025-09-14 06:46:32,2025-09-14 10:46:32,Este,Lucía,260,Moreno,Cancelada
350,2025-07-24 01:05:22,2025-07-24 03:05:22,Oeste,Juan,208,GBA,Retrasada
351,2025-02-15 20:34:55,2025-02-16 05:34:55,Sur,Lucía,303,GBA,Cancelada
352,2025-07-13 01:53:35,2025-07-13 02:53:35,Sur,Carlos,157,CABA,Retrasada
353,2025-07-30 18:11:02,2025-07-31 03:11:02,Norte,Lucía,284,La Plata,Retrasada
354,2025-07-05 07:52:47,2025-07-05 14:52:47,Este,Miguel,204,Moreno,A tiempo
355,2024-11-08 21:12:58,2024-11-09 07:12:58,Sur,Juan,388,La Plata,A tiempo
356,2024-11-01 18:20:20,2024-11-01 20:20:20,Oeste,Juan,156,CABA,Retrasada
357,2024-10-08 19:52:00,2024-10-08 20:52:00,Central,Juan,154,La Plata,Retrasada
358,2025-06-30 05:39:23,2025-06-30 11:39:23,Este,Lucía,338,CABA,A tiempo
359,2025-09-01 21:28:20,2025-09-02 01:28:20,Oeste,María,219,La Plata,Retrasada
360,2024-10-01 07:12:54,2024-10-01 12:12:54,Norte ,Juan,402,GBA,A tiempo
361,2025-06-16 03:28:34,2025-06-16 11:28:34,Oeste,Carlos,486,Moreno,A tiempo
362,2025-04-30 19:31:07,2025-04-30 23:31:07,Sur,María,206,CABA,A tiempo
363,2025-08-19 04:51:10,2025-08-19 13:51:10,Norte,Juan,399,La Plata,Retrasada
364,2025-08-23 09:08:54,2025-08-23 19:08:54,Norte,Juan,178,Luján,A tiempo
365,2025-04-28 04:38:39,2025-04-28 11:38:39,Oeste,Carlos,252,La Plata,A tiempo
366,2025-08-20 22:28:07,2025-08-21 04:28:07,Central,Juan,483,Moreno,A tiempo
367,2024-12-20 22:37:56,2024-12-21 02:37:56,Central,Lucía,182,CABA,A tiempo
368,2024-10-12 21:22:12,2024-10-13 02:22:12,Oeste,Juan,459,Moreno,A tiempo
369,2025-03-24 20:43:48,2025-03-24 21:43:48,Sur,Miguel,450,La Plata,A tiempo
370,2025-01-02 03:04:56,2025-01-02 13:04:56,Norte,Juan,83,GBA,A tiempo
371,2025-06-27 15:37:03,2025-06-28 01:37:03,Norte,Lucía,450,CABA,Retrasada
372,2025-03-13 09:31:44,2025-03-13 18:31:44,Central,Carlos,71,GBA,Retrasada
373,2025-04-19 08:39:21,2025-04-19 09:39:21,Este,María,212,Luján,A tiempo
374,2025-08-01 17:32:30,2025-08-01 19:32:30,Norte,María,261,CABA,A tiempo
375,2025-01-17 12:53:08,2025-01-17 18:53:08,Oeste,María,160,Luján,A tiempo
376,2025-05-15 15:43:26,2025-05-15 22:43:26,Este,Lucía,414,GBA,Retrasada
377,2025-08-14 09:38:13,2025-08-14 12:38:13,Central,María,311,CABA,Retrasada
378,2025-06-19 10:57:35,2025-06-19 18:57:35,Sur,Lucía,444,La Plata,A tiempo
379,2025-04-23 03:58:40,2025-04-23 04:58:40,Norte,Carlos,373,Moreno,A tiempo
380,2025-03-03 14:56:04,2025-03-03 18:56:04,Sur,Carlos,125,CABA,A tiempo
381,2025-06-19 15:48:16,2025-06-19 17:48:16,Oeste,María,329,Luján,A tiempo
382,2025-05-13 16:10:49,2025-05-13 18:10:49,Sur,Miguel,352,Moreno,Retrasada
383,2024-12-31 01:49:01,2024-12-31 05:49:01,Central,Lucía,155,Moreno,A tiempo
384,2025-05-10 04:57:02,2025-05-10 14:57:02,Sur,Miguel,327,CABA,Retrasada
385,2024-10-20 03:04:36,2024-10-20 08:04:36,Este,Carlos,77,Luján,A tiempo
386,2024-12-15 08:06:27,2024-12-15 17:06:27,Este,María,445,La Plata,A tiempo
387,2025-07-02 01:47:16,2025-07-02 06:47:16,Central,María,260,GBA,A tiempo
388,2024-10-19 10:33:16,2024-10-19 18:33:16,Sur,María,93,GBA,A tiempo
389,2025-09-15 23:15:50,2025-09-16 02:15:50,Norte,Lucía,264,GBA,A tiempo
390,2025-03-14 22:47:39,2025-03-15 06:47:39,Central,Miguel,81,CABA,A tiempo
391,2025-04-03 02:47:09,2025-04-03 09:47:09,Central,Juan,359,GBA,A tiempo
392,2024-10-24 04:36:54,2024-10-24 11:36:54,Sur,Carlos,179,Moreno,Retrasada
393,2025-01-27 11:35:33,2025-01-27 13:35:33,Central,Miguel,193,CABA,A tiempo
394,2024-10-30 11:30:58,2024-10-30 21:30:58,Este,lucía,406,La Plata,A tiempo
395,2025-01-20 19:49:49,2025-01-21 05:49:49,Sur,Miguel,498,La Plata,A tiempo
396,2025-08-02 18:31:04,2025-08-02 19:31:04,Este,Lucía,223,La Plata,A tiempo
397,2025-05-17 05:02:14,2025-05-17 10:02:14,Sur,Carlos,298,La Plata,A tiempo
398,2025-05-05 23:52:13,2025-05-06 01:52:13,Norte,Miguel,324,GBA,A tiempo
399,2025-03-10 08:06:10,2025-03-10 15:06:10,Norte,Lucía,412,La Plata,A tiempo
400,2025-06-18 15:43:25,2025-06-18 21:43:25,Sur,María,201,Luján,A tiempo
401,2025-09-13 01:48:22,2025-09-13 10:48:22,Central,Lucía,161,CABA,Retrasada
402,2024-12-14 17:36:27,2024-12-15 01:36:27,Este,María,264,CABA,A tiempo
403,2025-02-20 02:36:07,2025-02-20 08:36:07,Oeste,Juan,86,CABA,A tiempo
404,2025-04-18 05:20:18,2025-04-18 13:20:18,Central,María,213,CABA,A tiempo
405,2025-08-29 20:48:09,2025-08-30 05:48:09,Norte,María,225,CABA,A tiempo
406,2025-08-31 08:09:17,2025-08-31 12:09:17,Este,Juan,320,Luján,Retrasada
407,2025-08-31 09:13:08,2025-08-31 10:13:08,Este,María,140,Luján,A tiempo
408,2025-02-22 15:03:46,2025-02-22 19:03:46,Norte,Miguel,312,CABA,Retrasada
409,2025-09-04 14:42:53,2025-09-05 00:42:53,Este,Lucía,255,CABA,A tiempo
410,2024-12-17 14:58:27,2024-12-17 19:58:27,Este,Juan,447,CABA,A tiempo
411,2025-07-21 16:53:38,2025-07-22 02:53:38,Central,Lucía,211,GBA,A tiempo
412,2024-09-30 09:51:01,2024-09-30 17:51:01,Norte,Carlos,359,GBA,A tiempo
413,2024-09-24 21:27:07,2024-09-25 05:27:07,Este,María,452,Moreno,A tiempo
414,2025-08-11 23:07:16,2025-08-12 05:07:16,Este,Miguel,96,La Plata,A tiempo
415,2025-03-02 14:21:19,2025-03-02 16:21:19,Norte,Carlos,244,La Plata,Retrasada
416,2025-08-16 10:25:13,2025-08-16 12:25:13,Este,Lucía,380,La Plata,A tiempo
417,2025-07-14 19:06:16,2025-07-15 04:06:16,Central,Lucía,340,CABA,A tiempo
418,2025-02-10 10:59:51,2025-02-10 16:59:51,Oeste,Juan,113,CABA,A tiempo
419,2025-03-23 21:25:35,2025-03-24 00:25:35,Sur,Carlos,463,CABA,A tiempo
420,2025-05-22 04:51:04,2025-05-22 10:51:04,Este,Carlos,311,La Plata,A tiempo
421,2024-11-06 01:55:45,2024-11-06 09:55:45,Sur,Lucía,231,GBA,A tiempo
422,2025-07-15 07:29:15,2025-07-15 15:29:15,Oeste,Lucía,268,La Plata,A tiempo
423,2025-07-22 00:14:19,2025-07-22 07:14:19,Oeste,Lucía,85,Moreno,Retrasada
424,2025-03-24 13:58:05,2025-03-24 18:58:05,Norte,Miguel,197,Moreno,A tiempo
425,2024-10-06 21:43:52,2024-10-07 06:43:52,Norte,Lucía,313,La Plata,A tiempo
426,2024-11-09 02:34:02,2024-11-09 07:34:02,Norte,Juan,498,Luján,A tiempo
427,2024-10-03 05:21:01,2024-10-03 06:21:01,Central,Miguel,164,Luján,A tiempo
428,2025-01-22 15:25:02,2025-01-23 01:25:02,Sur,Miguel,200,GBA,A tiempo
429,2025-02-13 05:46:32,2025-02-13 09:46:32,Sur,Carlos,313,CABA,Retrasada
430,2025-03-12 23:08:23,2025-03-13 06:08:23,Central,Juan,410,GBA,A tiempo
431,2024-10-22 03:04:57,2024-10-22 12:04:57,Oeste,Juan,370,Luján,Retrasada
432,2024-12-11 17:58:29,2024-12-11 18:58:29,Central,Lucía,241,CABA,A tiempo
433,2025-05-11 12:53:26,2025-05-11 21:53:26,Sur,Juan,309,La Plata,A tiempo
434,2024-11-10 08:45:21,2024-11-10 11:45:21,Oeste,Juan,185,CABA,Retrasada
435,2024-12-07 23:47:49,2024-12-08 06:47:49,Central,Lucía,380,CABA,A tiempo
436,2025-03-22 16:26:09,2025-03-23 02:26:09,Oeste,Lucía,443,CABA,A tiempo
437,2025-06-09 08:57:17,2025-06-09 13:57:17,Norte,Lucía,382,Moreno,Retrasada
438,2025-04-03 19:50:53,2025-04-03 22:50:53,Sur,Carlos,370,Moreno,Retrasada
439,2025-05-06 02:12:21,2025-05-06 06:12:21,Norte,Juan,245,GBA,A tiempo
440,2025-04-16 03:00:01,2025-04-16 04:00:01,Este,Carlos,90,GBA,A tiempo
441,2025-08-13 15:32:01,2025-08-13 16:32:01,Norte,María,472,La Plata,A tiempo
442,2025-07-26 14:33:19,2025-07-27 00:33:19,Este,Carlos,430,GBA,A tiempo
443,2025-07-12 09:04:14,2025-07-12 13:04:14,Este,María,276,La Plata,Retrasada
444,2025-08-01 10:40:11,2025-08-01 17:40:11,Sur,Lucía,437,Luján,A tiempo
445,2024-12-20 13:06:09,2024-12-20 17:06:09,Este,Miguel,414,La Plata,A tiempo
446,2025-06-06 05:28:26,2025-06-06 13:28:26,Central,Lucía,411,GBA,A tiempo
447,2024-10-29 01:13:31,2024-10-29 11:13:31,Este,Carlos,297,CABA,Retrasada
448,2024-12-10 08:32:08,2024-12-10 18:32:08,Este,María,251,Luján,A tiempo
449,2024-12-08 13:26:18,2024-12-08 18:26:18,Oeste,Miguel,94,CABA,A tiempo
450,2025-05-03 02:27:13,2025-05-03 09:27:13,Oeste,Carlos,390,CABA,A tiempo
451,2024-10-05 02:30:23,2024-10-05 04:30:23,Norte,Carlos,386,GBA,A tiempo
452,2025-06-18 06:28:22,2025-06-18 14:28:22,Oeste,Miguel,70,La Plata,A tiempo
453,2025-02-02 04:11:56,2025-02-02 06:11:56,Norte,María,110,GBA,A tiempo
454,2025-04-03 05:52:09,2025-04-03 08:52:09,Este,Lucía,135,GBA,A tiempo
455,2025-07-14 22:39:33,2025-07-14 23:39:33,Central,María,81,CABA,A tiempo
456,2025-02-11 05:01:39,2025-02-11 14:01:39,Central,Carlos,135,CABA,A tiempo
457,2025-08-11 21:40:33,2025-08-12 07:40:33,Norte,Juan,243,La Plata,A tiempo
458,2025-09-15 01:03:07,2025-09-15 04:03:07,Central,María,88,La Plata,A tiempo
459,2025-08-07 20:26:46,2025-08-08 02:26:46,Oeste,Lucía,122,GBA,Retrasada
460,2025-07-14 20:54:04,2025-07-14 22:54:04,Este,María,405,CABA,Retrasada
461,2025-07-11 17:07:58,2025-07-11 23:07:58,Oeste,Juan,447,Moreno,A tiempo
462,2024-09-18 22:09:20,2024-09-19 08:09:20,Oeste,Miguel,461,Moreno,A tiempo
463,2025-09-04 08:01:33,2025-09-04 16:01:33,Central,María,478,Luján,A tiempo
464,2025-04-26 09:22:33,2025-04-26 17:22:33,Norte,Miguel,184,GBA,A tiempo
465,2025-06-10 08:58:17,2025-06-10 13:58:17,Central,María,332,Moreno,Retrasada
466,2025-06-06 16:33:35,2025-06-06 22:33:35,Central,María,69,Luján,Retrasada
467,2025-08-10 15:55:28,2025-08-10 22:55:28,Norte,Lucía,192,La Plata,A tiempo
468,2025-01-03 08:09:55,2025-01-03 09:09:55,Norte,Lucía,310,Luján,A tiempo
469,2025-07-27 14:06:21,2025-07-27 22:06:21,Norte,miguel,497,La Plata,A tiempo
470,2025-02-10 12:25:40,2025-02-10 14:25:40,Este,Carlos,211,Moreno,A tiempo
471,2025-02-07 23:08:03,2025-02-08 02:08:03,Oeste,lucía,356,Moreno,Retrasada
472,2025-09-06 10:05:43,2025-09-06 19:05:43,Central,María,329,Luján,A tiempo
473,2025-06-30 08:36:02,2025-06-30 17:36:02,Central,Miguel,87,La Plata,Retrasada
474,2025-01-20 04:23:36,2025-01-20 09:23:36,Sur,Carlos,426,GBA,A tiempo
475,2025-03-10 12:50:00,2025-03-10 18:50:00,Norte,Juan,298,Luján,Retrasada
476,2024-10-10 05:04:02,2024-10-10 13:04:02,Este,Miguel,351,La Plata,A tiempo
477,2025-07-04 11:39:24,2025-07-04 16:39:24,Central,Lucía,62,Moreno,A tiempo
478,2025-07-24 20:03:25,2025-07-25 05:03:25,Central,Lucía,387,GBA,A tiempo
479,2024-12-05 20:48:12,2024-12-06 02:48:12,Central,Juan,466,Luján,A tiempo
480,2025-06-26 09:55:31,2025-06-26 11:55:31,Central,Lucía,353,Luján,A tiempo
481,2025-06-24 13:28:49,2025-06-24 19:28:49,Sur,María,71,GBA,A tiempo
482,2025-05-24 13:47:58,2025-05-24 20:47:58,Sur,María,453,GBA,A tiempo
483,2025-05-04 17:07:30,2025-05-05 02:07:30,Central,María,395,GBA,Retrasada
484,2024-11-20 13:21:48,2024-11-20 23:21:48,Norte,María,486,CABA,A tiempo
485,2025-06-26 05:07:31,2025-06-26 06:07:31,Norte,Lucía,498,GBA,A tiempo
486,2025-03-05 09:37:09,2025-03-05 16:37:09,Sur,Lucía,176,Moreno,Retrasada
487,2024-12-18 15:26:02,2024-12-18 19:26:02,Sur,María,472,La Plata,A tiempo
488,2025-02-10 08:18:47,2025-02-10 10:18:47,Oeste,Carlos,450,GBA,A tiempo
489,2025-09-14 04:10:07,2025-09-14 09:10:07,Este,Miguel,64,Luján,Retrasada
490,2025-04-18 23:30:08,2025-04-19 04:30:08,Central,Carlos,111,CABA,A tiempo
491,2025-08-31 03:19:39,2025-08-31 13:19:39,Norte,María,96,Luján,A tiempo
492,2025-08-30 22:47:22,2025-08-31 08:47:22,Este,Juan,154,La Plata,A tiempo
493,2025-04-16 10:28:52,2025-04-16 15:28:52,Oeste,Juan,321,GBA,A tiempo
494,2024-10-25 22:49:30,2024-10-26 08:49:30,Norte,Miguel,344,GBA,A tiempo
495,2025-09-11 04:27:37,2025-09-11 09:27:37,Norte,Miguel,168,CABA,A tiempo
496,2025-08-06 13:00:26,2025-08-06 23:00:26,Norte,Lucía,68,CABA,A tiempo
497,2025-04-14 06:57:11,2025-04-14 09:57:11,Oeste,Carlos,500,Luján,Retrasada
498,2025-04-27 04:23:46,2025-04-27 11:23:46,Oeste,Carlos,288,La Plata,A tiempo
499,2025-03-06 02:49:01,2025-03-06 07:49:01,Oeste,Juan,195,CABA,Retrasada
500,2025-05-24 15:32:22,2025-05-25 01:32:22,Central,Carlos,195,Moreno,Retrasada
501,2025-05-13 20:07:45,2025-05-14 04:07:45,Sur,Juan,86,Luján,A tiempo
502,2025-04-03 10:43:28,2025-04-03 12:43:28,Norte,Carlos,272,Moreno,A tiempo
503,2025-08-11 02:54:32,2025-08-11 04:54:32,Este,Carlos,473,CABA,A tiempo
504,2025-06-11 11:52:07,2025-06-11 21:52:07,Central,Lucía,486,La Plata,Retrasada
505,2024-12-30 15:41:45,2024-12-30 21:41:45,Oeste,Miguel,355,GBA,A tiempo
506,2025-06-17 13:21:40,2025-06-17 21:21:40,Sur,Carlos,140,CABA,A tiempo
507,2025-02-25 17:33:53,2025-02-25 20:33:53,Oeste,Carlos,257,La Plata,A tiempo
508,2025-01-18 23:23:46,2025-01-19 05:23:46,Oeste,Lucía,301,GBA,A tiempo
509,2025-02-03 05:29:31,2025-02-03 12:29:31,Sur,Carlos,437,CABA,A tiempo
510,2025-02-05 09:14:17,2025-02-05 14:14:17,Central,María,367,Moreno,A tiempo
511,2025-07-20 08:03:29,2025-07-20 13:03:29,Norte,Miguel,305,La Plata,Retrasada
512,2024-11-14 13:36:59,2024-11-14 23:36:59,Central,Lucía,306,Moreno,A tiempo
513,2025-05-10 19:43:32,2025-05-10 21:43:32,Sur,Juan,215,Luján,A tiempo
514,2025-08-23 03:26:48,2025-08-23 13:26:48,Oeste,Juan,159,Moreno,Retrasada
515,2024-11-28 08:51:41,2024-11-28 09:51:41,Oeste,Lucía,359,Luján,Retrasada
516,2024-10-07 01:22:47,2024-10-07 06:22:47,Norte,María,396,Moreno,A tiempo
517,2024-09-19 23:59:28,2024-09-20 01:59:28,Central,Carlos,373,CABA,Retrasada
518,2025-07-16 00:51:02,2025-07-16 02:51:02,Central,Carlos,360,GBA,A tiempo
519,2025-06-30 19:35:54,2025-06-30 21:35:54,Oeste,Lucía,190,Moreno,A tiempo
520,2025-08-28 06:10:43,2025-08-28 09:10:43,Sur,Carlos,434,Luján,A tiempo
521,2024-09-24 15:23:18,2024-09-25 00:23:18,Sur,Miguel,159,Luján,A tiempo
522,2025-04-21 10:51:45,2025-04-21 16:51:45,Norte,Carlos,314,La Plata,A tiempo
523,2025-05-04 19:46:54,2025-05-05 00:46:54,Este,Juan,475,CABA,A tiempo
524,2025-06-03 13:55:27,2025-06-03 23:55:27,Este,Lucía,179,GBA,Retrasada
525,2025-08-17 10:46:26,2025-08-17 20:46:26,Central,María,451,Luján,A tiempo
526,2025-05-18 00:39:13,2025-05-18 09:39:13,Oeste,Juan,487,GBA,A tiempo
527,2024-12-18 06:05:30,2024-12-18 07:05:30,Este,María,181,Moreno,A tiempo
528,2025-04-17 07:51:49,2025-04-17 14:51:49,Central,Carlos,225,La Plata,A tiempo
529,2025-01-29 05:01:24,2025-01-29 14:01:24,Oeste,Miguel,302,GBA,A tiempo
530,2024-10-04 19:27:00,2024-10-05 05:27:00,Oeste,Lucía,467,CABA,A tiempo
531,2025-09-10 09:16:40,2025-09-10 13:16:40,Este,Miguel,307,Luján,A tiempo
532,2024-11-04 16:31:45,2024-11-04 23:31:45,Oeste,Lucía,51,Luján,A tiempo
533,2025-01-02 19:35:40,2025-01-03 01:35:40,Este,Carlos,86,Luján,A tiempo
534,2025-05-08 12:52:58,2025-05-08 20:52:58,Norte,Lucía,322,GBA,Cancelada
535,2024-11-23 19:24:54,2024-11-23 20:24:54,Sur,Carlos,427,Luján,Cancelada
536,2025-06-06 14:07:50,2025-06-06 23:07:50,Este,Lucía,250,Luján,A tiempo
537,2024-12-29 18:49:10,2024-12-30 03:49:10,Sur,Lucía,160,Moreno,A tiempo
538,2025-04-23 01:45:32,2025-04-23 09:45:32,Norte,Lucía,451,Luján,A tiempo
539,2024-11-29 16:10:32,2024-11-29 18:10:32,Este,Miguel,357,CABA,Retrasada
540,2025-08-04 07:33:40,2025-08-04 10:33:40,Oeste,María,273,CABA,Retrasada
541,2025-02-21 20:30:19,2025-02-22 01:30:19,Sur,Juan,235,CABA,A tiempo
542,2025-08-17 23:09:18,2025-08-18 00:09:18,Central,Carlos,52,GBA,Retrasada
543,2025-01-29 13:04:31,2025-01-29 14:04:31,Este,María,85,La Plata,A tiempo
544,2024-10-23 01:58:08,2024-10-23 10:58:08,Oeste,María,232,CABA,Cancelada
545,2025-06-28 01:32:33,2025-06-28 11:32:33,Central,Miguel,309,La Plata,A tiempo
546,2025-07-18 05:37:44,2025-07-18 14:37:44,Oeste ,Miguel,435,Luján,A tiempo
547,2024-11-22 18:28:01,2024-11-22 20:28:01,Central,Lucía,211,Luján,A tiempo
548,2025-09-13 11:14:59,2025-09-13 21:14:59,Sur,Lucía,229,GBA,A tiempo
549,2025-02-22 21:54:14,2025-02-22 22:54:14,Norte,María,336,Moreno,Cancelada
550,2025-01-19 00:38:17,2025-01-19 09:38:17,Central,María,394,Moreno,Retrasada
551,2025-01-06 12:54:35,2025-01-06 15:54:35,Sur,Carlos,126,CABA,A tiempo
552,2025-08-27 15:48:39,2025-08-27 19:48:39,Sur,Miguel,230,La Plata,Cancelada
553,2024-12-26 11:57:13,2024-12-26 12:57:13,Central,Miguel,143,Moreno,A tiempo
554,2025-06-21 08:35:00,2025-06-21 11:35:00,Sur,María,418,GBA,A tiempo
555,2025-04-28 13:01:58,2025-04-28 15:01:58,Central ,Carlos,179,CABA,A tiempo
556,2024-10-12 11:51:20,2024-10-12 21:51:20,Oeste,Carlos,316,La Plata,A tiempo
557,2024-11-10 09:50:18,2024-11-10 16:50:18,Sur,Lucía,133,Luján,A tiempo
558,2025-03-15 01:04:49,2025-03-15 05:04:49,Oeste,María,332,GBA,Retrasada
559,2025-08-19 16:56:13,2025-08-19 23:56:13,Sur,Miguel,452,GBA,A tiempo
560,2024-10-17 19:27:23,2024-10-18 00:27:23,Oeste,María,162,Moreno,A tiempo
561,2024-11-13 23:16:26,2024-11-14 09:16:26,Este,Carlos,174,GBA,Retrasada
562,2025-06-13 12:25:03,2025-06-13 21:25:03,Este,Lucía,140,Moreno,A tiempo
563,2025-02-15 20:39:06,2025-02-16 01:39:06,Este,María,130,GBA,A tiempo
564,2025-08-24 16:14:28,2025-08-24 23:14:28,Norte,Lucía,324,CABA,A tiempo
565,2025-08-24 08:38:02,2025-08-24 16:38:02,Central,Lucía,241,La Plata,A tiempo
566,2024-11-04 19:57:53,2024-11-05 03:57:53,Norte,Miguel,432,Luján,Retrasada
567,2025-04-20 00:52:34,2025-04-20 03:52:34,Este,Carlos,82,La Plata,Retrasada
568,2024-11-12 23:55:02,2024-11-13 07:55:02,Norte,Miguel,426,GBA,A tiempo
569,2025-03-14 10:40:39,2025-03-14 18:40:39,Sur,Miguel,330,Moreno,A tiempo
570,2024-10-02 15:17:50,2024-10-03 01:17:50,Este,Miguel,107,CABA,Retrasada
571,2025-06-04 12:10:55,2025-06-04 14:10:55,Sur,Carlos,227,Moreno,A tiempo
572,2024-10-27 14:14:46,2024-10-27 22:14:46,Este,Miguel,219,Moreno,A tiempo
573,2025-03-29 18:28:33,2025-03-30 00:28:33,Central,maría,464,GBA,A tiempo
574,2025-01-16 00:35:29,2025-01-16 03:35:29,Norte,Juan,78,GBA,A tiempo
